study	pathogen	library	design	replicate	plate	well	gene	sirna	well_type	image_idx	object_idx	cells_areashape_area	cells_areashape_eccentricity	cells_areashape_extent	cells_areashape_formfactor	cells_areashape_majoraxislength	cells_areashape_minoraxislength	cells_areashape_perimeter	cells_children_bacteria_count	cells_children_invasomes_count	cells_location_center_x	cells_location_center_y	cells_neighbors_anglebetweenneighbors_2	cells_neighbors_firstclosestobjectnumber_2	cells_neighbors_firstclosestxvector_2	cells_neighbors_firstclosestyvector_2	cells_neighbors_numberofneighbors_2	cells_neighbors_secondclosestobjectnumber_2	cells_neighbors_secondclosestxvector_2	cells_neighbors_secondclosestyvector_2	cells_parent_nuclei
infectx_published	listeria	a	u	1	kb2-02-1x	a01	chka	s3008	sirna	4	144	-0.8044235519947214	0.01210726352227413	1.1159023326616404	1.4749286136850854	-0.9368530225439791	-0.7485320762193192	-1.0209269921587854	-0.7030171063989196		0.44758084788204255	1.2808903222918113	1.3915760955745562	0.14886791955020456	0.6694456185473984	-1.233468444008488	-0.08251849113020833	0.010590200221473884	-0.5078296335206587	1.2455372476249023	0.13572336470424068
infectx_published	listeria	a	u	1	kb2-02-1x	a01	chka	s3008	sirna	5	168	-0.9474170756458388	-0.039871976085510935	0.12623637761668302	0.6198238444834364	-1.0081339830893348	-0.7958945298158145	-0.9485400624476071	-0.6324046272963104		0.4263164931422889	-0.2103784352922985	-0.3939208672316686	0.3941493110686056	-0.37855779937825695	1.0053303722152886	-0.6748007452236651	0.2679722815535008	-1.0621470743283719	-0.5898688769908697	0.42900039380489274
infectx_published	listeria	a	u	1	kb2-02-1x	a01	chka	s3008	sirna	2	210	-0.08386400823322475	1.1239112790461023	1.7611178813355448	0.8488929441665348	0.5571726412614219	-0.729131092207908	-0.47511130903170984	0.4973950383454364		0.8014426872330586	-1.115465303617367	0.6996650826445833	0.9705605811368481	-0.17852588032441463	1.066832839671754	1.6943282711501617	1.1013999734857782	0.654193763809248	-0.6529098514382796	0.9422351947310339
infectx_published	listeria	a	u	1	kb2-02-1x	a01	chka	s3008	sirna	6	207	-0.3139318004763634	0.7065105494420999	-0.09132143179501892	0.8430334846976404	-0.10541905301243253	-0.5589732150287059	-0.5982008050219313	-0.067504794475437		0.844086369111337	0.1633419379778725	0.5387766778305049	0.8969761636813277	-0.28429264319800757	-1.2914907852655608	0.5097637629632483	0.9910933672006239	1.060553459088714	0.7454400269825561	0.9055755660934524
infectx_published	listeria	a	u	1	kb2-02-1x	a01	chka	s3008	sirna	2	243	-0.329908730493248	-1.9915983487142201	1.6817214535453915	0.5630540539879734	-0.8295672481563717	0.35095318664612446	-0.5286273965156335	0.21494512193499973		1.1669159903559252	-0.34705212635520677	1.3786193060603544	1.3262185988385295	-0.3181665947565739	1.4663266867704938	1.6943282711501617	1.4690886611029594	0.42366029528897836	-1.1826518615336943	1.3454911097444304
infectx_published	listeria	a	u	1	kb2-02-1x	a01	chka	s3008	sirna	9	209	0.20252246231943216	-1.0067589561200332	-0.231773985119331	0.34847581318903353	-0.1009027596975679	0.9667506591731571	-0.15989997371308576	-0.5617921481937013		1.0811675393781957	0.7346180674569913	-0.020746180802772015	0.8601839549535676	-1.0216265530994009	-0.8970011230007888	-0.6748007452236651	1.0768873943112995	1.1988462911236428	-0.6359410723796464	0.9300153185185067
infectx_published	listeria	a	u	1	kb2-02-1x	a01	chka	s3008	sirna	5	121	2.39216072113347	-2.403218631935668	-0.7861243902373974	-0.8905982118572005	0.9942822589828526	3.3589716438225024	1.8014404015065815	-0.6324046272963104		-0.12877758360207645	0.5318861709115899	-0.7786973153981529	-0.15773381984779672	-0.3199702314292221	1.5109993573048666	2.2866105252436184	0.08412793774491013	1.6184490375023637	0.6612736965232956	-0.1453337881838842
infectx_published	listeria	a	u	1	kb2-02-1x	a01	chka	s3008	sirna	2	212	-1.159510821619982	-0.16268438085846948	0.7271070824879746	0.7430173821489604	-1.2827614112846077	-1.0449416413507733	-1.1396961942132937	0.35617008014021806		0.7814650353204723	-0.9660301080192716	-0.18717423648910683	0.8479198853776475	-0.663548777376635	0.08005041543044797	-0.6748007452236651	0.9420682088516664	0.12073206236239818	-0.8764546766632476	0.9666749471560883
infectx_published	listeria	a	u	1	kb2-02-1x	a01	chka	s3008	sirna	9	21	0.004408530110062807	1.2879135236837362	-1.2460873932045498	0.15298319067161892	1.0850650454349333	-0.7991281310034071	-0.19187324522394272	-0.13811727357804618		-1.5364020086686971	1.3673767175691869	1.3009561873958273	-1.3350844991361217	0.8185276570427051	-0.2596035428633261	-0.08251849113020833	-1.5827274461196448	-0.8846796920675037	0.08785765666472674	-1.367321409436601
infectx_published	listeria	a	u	1	kb2-02-1x	a01	chka	s3008	sirna	3	178	-1.251777592467491	0.4206358233767318	-1.033473860303103	0.6502264643100453	-1.265934491145042	-1.386367803718454	-1.2008289506249674	-0.7030171063989196		0.3483315234558386	-0.9073269070797059	-0.49597668262065725	0.45546965894820585	-0.5974677639907024	-0.6451648577939075	-0.6748007452236651	0.6111483899962032	0.6519915789055943	-0.6006059630182758	0.5511991559301644
infectx_published	listeria	a	u	1	kb2-02-1x	a02	grk5	s6088	sirna	10	17	1.0588859112244482	-1.8647245138310526	-0.9086348963346345	-0.8752437763785789	0.3340586126532831	2.0727581671087436	1.076305493117596	-0.7030171063989196		-1.5294531959012416	-1.2967550228029763	-0.2786018158963213	-1.617158099382283	-1.3654138191790601	0.2941859292721488	-0.08251849113020833	-1.3743705231365755	-0.009655459001044298	-1.3114372085338264	-1.4162009142867098
infectx_published	listeria	a	u	1	kb2-02-1x	a02	grk5	s6088	sirna	10	259	-0.6837977303672425	1.075081686403345	-0.4559880211573751	-1.4707311434160593	0.07135559363501748	-0.9805001736598521	0.37538563985264856	1.1329073502689189		1.3110228141252698	-1.53682381257752	0.15796664236456284	1.4979155729014102	-0.8544075669677622	-0.4074121104113267	0.5097637629632483	1.65293300491155	0.8442172619572211	-0.6200849191118536	1.541009129144865
infectx_published	listeria	a	u	1	kb2-02-1x	a02	grk5	s6088	sirna	10	166	-0.8567479978000185	-0.0011514890115519915	-0.0849795662646155	-0.6469415946299906	-0.8924817632957254	-0.6888591732819497	-0.44605161509121805	-0.6324046272963104		0.3390630714334504	-0.40679399625278023	0.4244842403496127	0.35735710234084545	-0.9587782738029343	0.28547356421292464	-0.08251849113020833	0.5253543628855276	0.7707447050321764	0.5384087050557802	0.40456064137983844
infectx_published	listeria	a	u	1	kb2-02-1x	a02	grk5	s6088	sirna	18	48	1.7446956321992206	0.4663243959763971	0.018072373509494758	-0.5406029840682756	1.306810237983234	1.1386150668856396	1.127008147865026	-0.6324046272963104		-0.9104190833889324	-0.6100989411863234	0.4864969895396163	-0.93037020313076	1.50011293904321	0.8811872309050581	0.5097637629632483	-1.2027824689152242	-1.7822588095530465	0.544108874150246	-1.0373847516983676
infectx_published	listeria	a	u	1	kb2-02-1x	a02	grk5	s6088	sirna	11	167	0.9578318288676528	0.155603733051967	-0.3393549104578104	-0.13324471585372	0.6801637174487102	0.9240176058374093	0.4539823451894549	0.709232475653264		0.6310386218912329	0.7305264079387692	1.048628853293702	0.29603675446124517	-1.1457454020036968	0.8886525440847208	-0.08251849113020833	0.4763292045365701	0.6405799960287557	-1.1241703583714524	0.41678051759236556
infectx_published	listeria	a	u	1	kb2-02-1x	a02	grk5	s6088	sirna	11	145	0.28560249840723223	-2.8769028173997	-0.4514654642405093	0.05561617035301786	-0.4706674218235946	1.174389895662842	0.00724103872275839	-0.4205671899884829		0.32072766849549794	0.041602414056789	-1.139922421552532	0.23471640658164494	0.7984678915540767	1.3438838871710308	1.102046017056705	0.0963842273321495	-0.8002843841826573	1.1561108627299543	0.14794324091676786
infectx_published	listeria	a	u	1	kb2-02-1x	a02	grk5	s6088	sirna	13	143	-0.8415699142839781	-2.0211607453007057	-0.5444970636231969	0.036952317242021665	-1.1795338078148625	-0.17731065184019607	-0.7093534266112784	-0.067504794475437		0.16629338910560287	-0.06577919194764535	-0.8197327627849703	0.050755362942844155	-0.7253592408941534	-0.616030528671982	-0.6748007452236651	0.18217825444282512	0.4432072173563474	-0.878328013582014	0.12350348849171351
infectx_published	listeria	a	u	1	kb2-02-1x	a02	grk5	s6088	sirna	13	81	0.49010720262335544	0.5801101680763047	0.4722733753804145	-0.7566757621517297	0.6415970254104173	0.31200457663554065	0.6242782736150585	2.050869578602838		-0.8023204022950156	-1.2951297769551267	1.3078272509632516	-0.697352881188279	-0.42702550226063757	-1.3465734774949811	-0.08251849113020833	-0.6267368583149736	0.11534001226511095	1.2589041026497276	-0.634128836684971
infectx_published	listeria	a	u	1	kb2-02-1x	a02	grk5	s6088	sirna	11	46	0.46534296109718426	0.4919118370450718	0.332684190076033	0.6203510013260386	0.41579823115052944	0.21856829108617246	-0.1285095238748867	0.14433264283239053		-1.1409411756087204	-1.2415961146430423	-0.5491162149332871	-1.175651594649161	-0.851256370119825	-1.167183077578265	1.102046017056705	-0.9576566771704368	1.064145095576698	-0.8223991828115885	-1.061824504123422
infectx_published	listeria	a	u	1	kb2-02-1x	a02	grk5	s6088	sirna	10	139	-1.5777069648119373	0.482567651596181	0.34033171488961345	0.2192435906674197	-1.8235614443244006	-1.9822791897466998	-1.4708233030894253	-0.7030171063989196		-0.06475741896194859	1.6251886768511474	1.4292763293456177	0.02622722379100405	-0.4447721605627033	0.12468724240564201	-2.451647507504035	0.16992196485558575	1.0028222519777847	-0.3956479127536537	0.07462398364160483
infectx_published	listeria	a	u	1	kb2-02-1x	a03	chuk	s3077	sirna	22	3	-0.3271127677402932	0.5459311375320192	0.4141365008718305	1.241054368218296	-0.17241891379771346	-0.42297752019980095	-0.7022196114648867	-0.067504794475437		-1.642113814859325	-0.888400006043341	1.5358065555565912	-1.6048940298063628	-0.07247805993665943	-1.2363635340714891	-0.6748007452236651	-1.5827274461196448	-0.0020188829198404257	1.1438921200652394	-1.58727918126209
infectx_published	listeria	a	u	1	kb2-02-1x	a03	chuk	s3077	sirna	24	145	0.7037986415991873	-0.6120708496077256	-0.04864418041266986	0.7359432389809488	0.2003818613650205	1.097436917106031	-0.05951893704124747	-0.067504794475437		0.7066590225169409	1.3580875121674387	-0.41772666596198643	0.07528350209468426	-0.5401702663395951	1.30320474732656	1.102046017056705	-0.08746011647644111	-1.3367776979518715	-0.7769700985556083	0.14794324091676786
infectx_published	listeria	a	u	1	kb2-02-1x	a03	chuk	s3077	sirna	20	47	-0.3454862372597105	0.441728228955783	0.19640897503011218	-0.23613199721124833	-0.20547851760873065	-0.33789795849061094	-0.24271709356269225	-0.7030171063989196		-1.2099502516217295	-0.9919334155694634	0.1382471622016255	-1.1265953163454807	-1.1690184356724918	-0.16134724088823385	-0.08251849113020833	-0.9699129667576761	0.3596086308169308	1.002866561392789	-1.0496046279108948
infectx_published	listeria	a	u	1	kb2-02-1x	a03	chuk	s3077	sirna	25	64	0.4821187376149131	0.8435857157723493	1.848154119542861	0.23773794379456248	0.7567415830604591	-0.019175755859991747	0.02960801479367505	0.07372016372978137		-0.9561551185916726	-1.5143108329391746	1.5790250219046538	-0.9794264814344402	-1.5559051633748884	-0.04140079740401607	0.5097637629632483	-0.7615560437746067	1.4512917866524448	0.04369819031824563	-0.8418667322979329
infectx_published	listeria	a	u	1	kb2-02-1x	a03	chuk	s3077	sirna	22	211	1.107216124525524	0.4224051633351004	-0.5337181422546085	-0.6495351030981468	0.9193310285295851	0.8187739402036184	0.8942726260795166	-0.7030171063989196		0.7757176130079997	-1.3152312321400412	1.076485822597798	1.0809372073201284	1.321775499457017	-0.9127361185719761	1.102046017056705	0.8562741817409908	-1.50920094948159	0.3375869431622232	0.9544550709435611
infectx_published	listeria	a	u	1	kb2-02-1x	a03	chuk	s3077	sirna	19	224	-0.2564148524155787	-1.137291220775769	2.4723955471173626	1.3198202543886395	-0.6526858265157909	0.27143708894771457	-0.6826660681362618	0.2855576010376089		1.5101630927976286	1.6018414312004405	0.9738969295633736	1.3384826684144495	1.2399425132479938	-0.5985975879871526	-1.2670829993171218	1.027862235962342	-1.2785832924437885	-0.006240137151094317	1.1133134617064142
infectx_published	listeria	a	u	1	kb2-02-1x	a03	chuk	s3077	sirna	21	72	0.2868007681584986	-0.901815364950392	-0.529153799096608	-1.0981884488224387	-0.029540034540380126	0.9982624849425061	0.8083005902343533	-0.4205671899884829		-0.9480967211256992	-0.8124629424679665	0.9950325803379038	-0.9181061335548399	-1.4804321663010063	0.6827772538408818	-0.08251849113020833	-0.5899679895532555	1.4426840942386518	0.03364978173462936	-0.7441077225977155
infectx_published	listeria	a	u	1	kb2-02-1x	a03	chuk	s3077	sirna	27	252	-0.8048229752451435	0.7112339928728285	-0.7558245446346901	-0.7993953143201653	-0.37870818663511713	-0.81132724874786	-0.31544541806454696	-0.7030171063989196		1.2791925258864525	1.4041846488210654	0.3802552696533605	1.3507467379903697	-0.82702439770844	-0.6594055302953763	-0.6748007452236651	1.616164136149832	0.9514945419054013	-0.22446800769129663	1.455469995657175
infectx_published	listeria	a	u	1	kb2-02-1x	a03	chuk	s3077	sirna	26	14	-1.1335483103425446	1.3268529701675498	-1.1700377218225857	0.3852247583514097	-0.43339645865504506	-1.7928632317936466	-1.0427113234938168	-0.49117966909109206		-1.6457400488077898	1.0185940017957502	0.12391209599758549	-1.433197055743482	0.788535887274625	-0.05361220625065627	-0.6748007452236651	-1.5949837357068843	-0.31870968099644276	0.6351889997375678	-1.4528605429242913
infectx_published	listeria	a	u	1	kb2-02-1x	a03	chuk	s3077	sirna	25	19	-0.747705450434781	-1.3770287744662024	-0.5307635336461877	1.2067748829409828	-1.0839059861185538	-0.24034157317094854	-0.9367030674696463	0.42678255924282726		-1.504886210355126	-0.7395270560374837	-0.04924881115206618	-1.4822533340471624	-0.8582786223656409	0.5879491184932678	-0.08251849113020833	-1.3866268127238148	-0.2020288848210881	-0.9032133232278811	-1.3917611618616554
infectx_published	listeria	a	u	1	kb2-02-1x	a04	grk6	s6091	sirna	32	266	1.075661687742177	-0.03944761384363544	-1.3995926822217517	-1.5185621917366112	0.9193719108418044	1.4271819859647346	2.0070058879666917	0.4973950383454364		0.8412884080013815	-1.2134818845876045	0.29391993660599763	1.5714999903569307	-0.2608302919664666	-1.53521643116019	-0.08251849113020833	1.750983321609465	1.323299679892231	0.6869770417613882	1.6265482626325554
infectx_published	listeria	a	u	1	kb2-02-1x	a04	grk6	s6091	sirna	29	221	-0.15216538405540653	-0.026250892961319012	0.5765422590460558	1.0642297668390266	-0.3000325773431599	0.009483820970013365	-0.5682171600232649	1.0622948711663098		1.4473627134651237	-0.5794800125468893	-0.9372489288737519	1.0564090681682885	-0.5483362778845178	1.2890679273935712	1.102046017056705	1.1626814214219752	1.011450479927029	0.8846444088345964	1.0766538330688327
infectx_published	listeria	a	u	1	kb2-02-1x	a04	grk6	s6091	sirna	36	223	-0.9234516806205119	-0.12803210219741737	-0.47443375330362814	-1.5755828580830271	-0.8200156965985401	-0.5186952725716473	0.2198401955011867	-0.7030171063989196		1.2506700893644833	-0.020992194547980878	-0.029314232700002912	1.0932012768960486	0.032295862481217096	1.0074820731661678	-0.08251849113020833	0.929811919264427	-1.2536767032402278	-0.47435923395510315	1.101093585493887
infectx_published	listeria	a	u	1	kb2-02-1x	a04	grk6	s6091	sirna	30	247	1.3963985578311358	0.3835351430073115	0.4560873145361093	0.4551182931544382	1.2816483758624166	1.2460812102101855	0.3511290051608413	-0.7030171063989196		1.5708846873500704	-1.0185704131037059	1.5429924864367377	1.3875389467181298	-0.1201001939885425	-1.2944588384162565	0.5097637629632483	1.4813449506901988	0.07166625898330077	1.5723254979427859	1.3943706145945391
infectx_published	listeria	a	u	1	kb2-02-1x	a04	grk6	s6091	sirna	32	214	0.471334309853516	-0.8317183635170509	0.9591402883660245	0.7963566836026225	-0.13996076099236568	0.8039668383587135	-0.18590471955511878	-0.6324046272963104		0.32706821664381724	0.7606147991990754	0.9844252134686328	1.203577903079329	1.2863600464834424	-0.48753791752298997	1.6943282711501617	0.7459675754558364	-1.287689869134472	-0.10564856852515006	0.9911146995811425
infectx_published	listeria	a	u	1	kb2-02-1x	a04	grk6	s6091	sirna	35	5	-0.37863836704474607	1.011295892259258	0.3622412049019818	0.7364005316666564	0.2737588822472412	-0.7131919806913435	-0.6065414892194574	-0.7030171063989196		-1.6594013203577105	1.5720979292399415	-1.2534037096051258	-1.3596126382879619	1.3796019968689242	0.16369985919514474	-1.8593652534105785	-1.3498579439620968	0.7564227484778419	-1.1753047391985199	-1.562839428837036
infectx_published	listeria	a	u	1	kb2-02-1x	a04	grk6	s6091	sirna	34	381	-1.4910321194703382	-2.0231311746301284	-0.07452014892291171	-1.7524265133178185	-1.7307514962678991	-1.0239165869589526	-0.49243388742874994	0.709232475653264		1.6590292948550995	1.0655237540505558	-0.8610517738037565	3.0063961307395766	-0.026072938328996532	0.9059849164276227	-1.8593652534105785	2.7437427781758545	-1.1537793635162925	0.2093603990181433	3.03183402707318
infectx_published	listeria	a	u	1	kb2-02-1x	a04	grk6	s6091	sirna	34	3	-1.0165172979688648	-0.46042276345575406	0.0752770934396502	-0.04416116349497575	-1.2199964773193002	-0.8152354861592257	-0.8269572507198318	0.07372016372978137		-1.6496251203569958	-0.9632041262434567	-0.714678934707984	-1.3596126382879619	0.6276777347844371	0.2814163461546942	0.5097637629632483	-1.5827274461196448	-0.29187679032472574	0.8815570769967421	-1.58727918126209
infectx_published	listeria	a	u	1	kb2-02-1x	a04	grk6	s6091	sirna	36	7	-0.5388070904640144	0.3589028250941048	1.2434384377150707	1.2668199528960244	-0.5409780286126483	-0.5954550825096436	-0.8243849794659578	1.6271947039871832		-1.6465280747561848	0.9491496194717505	-2.076664180832045	-1.6048940298063628	-0.3631898665307836	1.0133446838022087	-0.6748007452236651	-1.5337022877706874	0.12461957930221387	1.4051225052238814	-1.5383996764119816
infectx_published	listeria	a	u	1	kb2-02-1x	a04	grk6	s6091	sirna	31	187	-0.9566038104055474	-0.42038400103353313	0.06988345412800656	-0.3739985963151323	-1.0831984815949445	-0.6637885863665046	-0.658409433444455	1.3447447875767464		0.356633638453704	1.6136370856079354	1.3124913144229369	0.7743354679221272	0.9922108445882765	0.23047273354910586	-0.08251849113020833	0.5253543628855276	-1.0255004054777406	-0.009793270603630772	0.661178041842909
infectx_published	listeria	a	u	1	kb2-02-1x	a05	ckb	s223236	sirna	45	126	-0.640660019321654	0.7517008147822907	-0.3925295082409687	0.7965583369701671	-0.2802443347349972	-0.7735912391867067	-0.7805749783822999	-0.7030171063989196		0.09272497632963864	0.03813891719651726	1.3024320363542623	-0.13320568069595662	0.0026739734084299973	-1.2314642669613132	0.5097637629632483	-0.12422898523815924	0.1896258410287837	1.1078860119914935	-0.08423440712124837
infectx_published	listeria	a	u	1	kb2-02-1x	a05	ckb	s223236	sirna	37	5	-1.1611085146216706	1.0270835644073602	-0.9369765744471077	-1.4623462533356992	-0.3317627844845489	-1.1999499058645715	-0.22748393263816805	-0.7030171063989196		-1.6693899217598478	1.5278246648683997	-1.2105197897831288	-1.5067814731990024	0.7981428404556834	-0.31788573745011894	-1.8593652534105785	-1.619496314881363	0.05717343923025271	-0.9848660829234632	-1.562839428837036
infectx_published	listeria	a	u	1	kb2-02-1x	a05	ckb	s223236	sirna	41	22	-0.7053665858900366	0.17130636843258704	0.07763319451888007	0.6780975007222542	-0.7207019735288599	-0.6245516773806645	-0.7933360128810243	-0.7030171063989196		-1.341726809605124	-1.40837870227269	-1.1042195814563893	-1.3841407774398018	-0.9974661105090713	-0.508872829990986	-0.6748007452236651	-1.3008327856131392	0.05086706414755057	-1.1994088278041741	-1.355101533224074
infectx_published	listeria	a	u	1	kb2-02-1x	a05	ckb	s223236	sirna	41	50	1.490263021680333	-0.10001063762130419	-0.08405576893010054	0.9690962163895686	1.016181231443232	1.611114239845956	0.17966778725767013	-0.20872975268065536		-0.9293460402772641	1.3507464112236105	0.6264943149478709	-1.0039546205862804	0.024029919259944885	-1.234132124056252	0.5097637629632483	-1.1169884418045486	-0.9999064502462852	1.1489833735066268	-1.0129449992733133
infectx_published	listeria	a	u	1	kb2-02-1x	a05	ckb	s223236	sirna	41	21	-0.527223816201773	1.3071425148137903	-2.6027226808715063	-2.2264936419506536	1.2081982478121653	-0.7839423771132853	2.729127250888214	0.7798449547558731		-1.4136154165018235	0.023939040202447227	0.31537008856341747	-1.163387525073241	1.6723727929409788	0.9392582142198184	-1.2670829993171218	-1.558214866945166	-1.548290557263385	0.7278027576197418	-1.367321409436601
infectx_published	listeria	a	u	1	kb2-02-1x	a05	ckb	s223236	sirna	43	150	-0.5951257687735327	-1.2458868742233824	1.055361142174401	1.3570181561757653	-0.9449859577889674	-0.09251751973116118	-0.8747463278910984	-0.7030171063989196		-0.12064044201969641	-0.6617332116591707	0.6546255117051828	0.30830082403716524	0.747402271185803	1.0118017186771293	1.102046017056705	0.010590200221473884	-1.1525834916692823	-0.2675055477775561	0.2090426219794037
infectx_published	listeria	a	u	1	kb2-02-1x	a05	ckb	s223236	sirna	39	130	0.6446840005367142	-0.08290510092615373	0.27844757892915784	0.17925787072098948	0.29993005653951776	0.7560950842663219	0.13702307565157987	0.9210699129610915		0.22885993136068472	0.3170157311422911	0.8197811007355388	-0.13320568069595662	-1.1933897518906964	0.7119932891945392	1.102046017056705	0.145409385681107	1.3590145667573899	0.06822582150019738	-0.03535490227113969
infectx_published	listeria	a	u	1	kb2-02-1x	a05	ckb	s223236	sirna	45	119	-0.32231968873522776	0.017641637311747317	2.3916902457202807	1.3023307939943722	-0.45281219123434185	-0.20177660020040428	-0.713232357876611	-0.7030171063989196		0.0700513114853716	1.262602586760592	1.2570376905022993	-0.2803745156069972	-1.2947248750129403	0.5125842415444999	-0.08251849113020833	-0.07520382688920174	1.169722952234172	-0.14112741326345812	-0.16977354060893857
infectx_published	listeria	a	u	1	kb2-02-1x	a05	ckb	s223236	sirna	43	259	-0.1717371233260902	0.13841398119865153	0.6208279592398555	0.834787925986567	-0.29786533371011176	-0.13269950100384628	-0.5178558115981247	-0.3499547108858737		0.9995098901835527	-0.04167965147404843	0.131180587991169	1.5960281295087706	1.226878482453028	-0.2365836446643392	0.5097637629632483	1.45683237151572	-0.4071210683287433	1.1372611477570622	1.541009129144865
